Nom de la gare;UIC;Code postal;Segmentation marketing;Segmentation décret;Agence;Voyageurs 2014
Gerzat;734046;63360;5;c;Centre Est Rhône Alpes;26 288
Issoire;734202;63500;4;b;Centre Est Rhône Alpes;456 049
La Bourboule;641464;63150;4;c;Centre Est Rhône Alpes;9 925
La Miouze-Rochefort;641290;63310;5;c;Centre Est Rhône Alpes;698
Lapeyrouse;641043;63700;5;c;Centre Est Rhône Alpes;4 879
Laqueuille;641274;63760;5;c;Centre Est Rhône Alpes;6 291
Le Breuil sur Couze;734228;63340;5;c;Centre Est Rhône Alpes;19 365
Le Cendre Orcet;734160;63670;4;b;Centre Est Rhône Alpes;150 445
Le Mont Dore;641472;63240;4;c;Centre Est Rhône Alpes;9 936
Le Vauriat;641399;63230;5;c;Centre Est Rhône Alpes;1 082
Les Martres de Veyre;734178;63730;5;b;Centre Est Rhône Alpes;170 995
Lezoux;734442;63190;4;c;Centre Est Rhône Alpes;82 755
Parent Coudes Champeix;734194;63270;5;c;Centre Est Rhône Alpes;55 592
Pont de Dore;734459;63920;5;c;Centre Est Rhône Alpes;76 047
Pont du Château;734087;63430;5;c;Centre Est Rhône Alpes;51 352
Pontgibaud;641316;63230;5;c;Centre Est Rhône Alpes;390
Pontmort;734103;63200;5;c;Centre Est Rhône Alpes;22 914
Riom-Châtel Guyon;734053;63140;3;b;Centre Est Rhône Alpes;857 411
Royat-Chamalières;734038;63130;4;c;Centre Est Rhône Alpes;3 771
Sarliève Cournon;734152;63800;5;c;Centre Est Rhône Alpes;37 294
Thiers;734475;63300;4;c;Centre Est Rhône Alpes;66 091
Vertaizon;734426;63910;4;b;Centre Est Rhône Alpes;132 460
Vic le Comte;734186;63270;4;b;Centre Est Rhône Alpes;215 726
Volvic;641423;63530;5;c;Centre Est Rhône Alpes;6 153
Ambérieu en Bugey;743716;1500;3;b;Centre Est Rhône Alpes;1 161 623
Bellignat;743526;1810;5;c;Centre Est Rhône Alpes;6 627
Beynost;723544;1700;5;b;Centre Est Rhône Alpes;171 068
Brion Montreal la Cluse;131961;1460;5;c;Centre Est Rhône Alpes;42 434
Ceyzeriat;743302;1250;5;c;Centre Est Rhône Alpes;4 624
Cize Boloson;743344;1250;5;c;Centre Est Rhône Alpes;3 648
Culoz;741074;1350;4;b;Centre Est Rhône Alpes;192 556
La Valbonne;723577;1360;4;b;Centre Est Rhône Alpes;176 227
Les Echets;723718;1700;5;c;Centre Est Rhône Alpes;127 445
Marlieux Chatillon;723767;1240;5;c;Centre Est Rhône Alpes;91 566
Meximieux-Pérouges;723585;1800;4;b;Centre Est Rhône Alpes;666 333
Mezeriat;725838;1660;5;c;Centre Est Rhône Alpes;42 913
Mionnay;723726;1390;5;c;Centre Est Rhône Alpes;92 990
Miribel;723528;1700;4;b;Centre Est Rhône Alpes;271 536
Montluel;723569;1120;4;b;Centre Est Rhône Alpes;477 438
Nurieux;743351;1760;5;c;Centre Est Rhône Alpes;20 377
Oyonnax;743534;1100;4;b;Centre Est Rhône Alpes;98 707
Polliat;725846;1310;5;c;Centre Est Rhône Alpes;5 500
Pont de Veyle;725804;1290;4;c;Centre Est Rhône Alpes;46 586
Pougny Chancy;745380;1550;5;c;Centre Est Rhône Alpes;1 555
Servas Lent;723791;1960;5;c;Centre Est Rhône Alpes;68 685
Seyssel-Corbonod;745828;1420;4;c;Centre Est Rhône Alpes;52 627
Simandre sur Suran;743336;1250;5;c;Centre Est Rhône Alpes;14 707
Saint Marcel en Dombes;723742;1390;5;c;Centre Est Rhône Alpes;62 291
Saint-Maurice de Beynost;723536;1700;5;b;Centre Est Rhône Alpes;139 993
Saint-Paul de Varax;723783;1240;5;c;Centre Est Rhône Alpes;75 183
Saint-Rambert en Bugey;743740;1230;5;c;Centre Est Rhône Alpes;13 077
Saint-André de Corcy;723734;1390;4;b;Centre Est Rhône Alpes;227 546
Tenay-Hauteville;743757;1970;4;c;Centre Est Rhône Alpes;29 970
Villars les Dombes;723759;1330;4;b;Centre Est Rhône Alpes;466 824
Villereversure;743328;1250;5;c;Centre Est Rhône Alpes;5 557
Virieu le Grand-Belley;741504;1510;4;c;Centre Est Rhône Alpes;54 942
Vonnas;725820;1540;4;c;Centre Est Rhône Alpes;85 545
Crest;761783;26400;4;c;Centre Est Rhône Alpes;40 030
Die;761841;26150;4;c;Centre Est Rhône Alpes;39 112
Donzere;764290;26290;5;c;Centre Est Rhône Alpes;18 391
Livron;761247;26250;4;c;Centre Est Rhône Alpes;46 229
Loriol;761262;26270;4;c;Centre Est Rhône Alpes;51 650
Luc en Diois;761874;26310;5;c;Centre Est Rhône Alpes;3 854
Lus la Croix Haute;747667;26620;5;c;Centre Est Rhône Alpes;4 549
Pierrelatte;764308;26700;4;b;Centre Est Rhône Alpes;263 220
Romans Bourg de Peage;761650;26300;4;b;Centre Est Rhône Alpes;319 336
Saillans;761817;26340;5;c;Centre Est Rhône Alpes;6 068
Saint-Vallier sur Rhône;761130;26240;4;b;Centre Est Rhône Alpes;269 630
Tain l'Hermitage Tournon;761163;26600;4;b;Centre Est Rhône Alpes;425 936
Ambilly;742031;74100;5;c;Centre Est Rhône Alpes;1 339
Annemasse;745497;74100;3;b;Centre Est Rhône Alpes;830 093
Argentière (Haute-Savoie);746859;74400;4;c;Centre Est Rhône Alpes;16 460
Bonneville;746339;74130;4;b;Centre Est Rhône Alpes;184 553
Bons en Chablais;745596;74890;4;b;Centre Est Rhône Alpes;105 406
Chamonix-Mont-Blanc;746784;74400;4;b;Centre Est Rhône Alpes;155 292
Chedde;746701;74190;5;c;Centre Est Rhône Alpes;24 452
Cluses;746370;74300;3;b;Centre Est Rhône Alpes;380 518
Evian les Bains;745679;74500;3;b;Centre Est Rhône Alpes;180 719
Groisy-Thorens la Caille;746248;74570;4;c;Centre Est Rhône Alpes;58 073
La Joux;746842;74400;5;c;Centre Est Rhône Alpes;132
La Roche sur Foron;746305;74800;4;b;Centre Est Rhône Alpes;367 373
Le Buet;746883;74660;5;c;Centre Est Rhône Alpes;1 129
Les Bossons;746768;74400;5;c;Centre Est Rhône Alpes;7 702
Les Houches;746743;74310;5;c;Centre Est Rhône Alpes;20 624
Les Moussoux;746818;74400;5;c;Centre Est Rhône Alpes;2 355
Les Pelerins;746776;74400;5;c;Centre Est Rhône Alpes;4 665
Les Praz de Chamonix;746826;74400;5;c;Centre Est Rhône Alpes;7 704
Les Tines;746834;74400;5;c;Centre Est Rhône Alpes;1 791
Machilly;745588;74140;5;c;Centre Est Rhône Alpes;15 154
Magland;746412;74300;5;c;Centre Est Rhône Alpes;20 037
Marignier;746347;74970;5;c;Centre Est Rhône Alpes;86 953
Montroc le Planet;746867;74660;5;c;Centre Est Rhône Alpes;3 228
Perrignier;745620;74550;5;c;Centre Est Rhône Alpes;54 665
Pringy Haute Savoie;746206;74370;5;c;Centre Est Rhône Alpes;22 926
Reignier;746511;74930;5;c;Centre Est Rhône Alpes;40 428
Rumilly;746149;74150;4;b;Centre Est Rhône Alpes;547 821
Sallanches Combloux Megève;746438;74700;3;b;Centre Est Rhône Alpes;281 485
Servoz;746719;74310;5;c;Centre Est Rhône Alpes;15 485
Saint-Pierre en Faucigny;746313;74800;5;c;Centre Est Rhône Alpes;42 512
Saint-Gervais les Bains Le Fayet;746479;74170;3;b;Centre Est Rhône Alpes;385 241
Saint-Julien en Genevois;745430;74160;4;c;Centre Est Rhône Alpes;164 540
Saint-Martin Bellevue;746222;74370;5;;Centre Est Rhône Alpes;773
Taconnaz;746750;74310;5;c;Centre Est Rhône Alpes;3 317
Thonon les Bains;745646;74200;3;b;Centre Est Rhône Alpes;493 465
Valleiry;745414;74520;5;c;Centre Est Rhône Alpes;17 133
Vallorcine;746875;74660;5;c;Centre Est Rhône Alpes;8 420
Viaduc sainte-Marie;746735;74310;5;c;Centre Est Rhône Alpes;698
Bourgoin Jallieu;723429;38300;3;b;Centre Est Rhône Alpes;1 663 913
Brignoud;747451;38190;4;b;Centre Est Rhône Alpes;261 796
Cessieu;723452;38110;5;c;Centre Est Rhône Alpes;29 790
Chabons;747212;38690;5;c;Centre Est Rhône Alpes;52 569
Chasse sur Rhône;722561;38670;4;b;Centre Est Rhône Alpes;158 068
Clelles Mens;747626;38930;5;c;Centre Est Rhône Alpes;20 811
Estressin;722579;38200;5;c;Centre Est Rhône Alpes;95 136
Goncelin;747477;38570;4;b;Centre Est Rhône Alpes;343 477
La Tour du Pin;723478;38110;4;b;Centre Est Rhône Alpes;800 440
La Verpilliere;723395;38290;4;b;Centre Est Rhône Alpes;752 246
Le Grand Lemps;747220;38690;5;c;Centre Est Rhône Alpes;96 754
Le Péage de Roussillon;722678;38550;4;b;Centre Est Rhône Alpes;759 269
Les Abrets Fitilieu;741496;38490;5;c;Centre Est Rhône Alpes;5 869
L'Isle d'Abeau;761239;38080;4;b;Centre Est Rhône Alpes;243 322
Moirans;747329;38430;4;b;Centre Est Rhône Alpes;741 989
Moirans la Galifette;747691;38430;5;b;Centre Est Rhône Alpes;95 691
Monestier de Clermont;747592;38650;4;c;Centre Est Rhône Alpes;24 043
Polienas;761742;38210;5;c;Centre Est Rhône Alpes;18 551
Pontcharra sur Breda Allevard;747493;38530;4;b;Centre Est Rhône Alpes;568 713
Pont de Beauvoisin;741470;38480;4;b;Centre Est Rhône Alpes;213 447
Reaumont Saint-Cassien;747279;38140;5;c;Centre Est Rhône Alpes;121 453
Rives;747246;38140;4;b;Centre Est Rhône Alpes;378 746
Saint-André le Gaz;723494;38490;4;b;Centre Est Rhône Alpes;143 861
Saint-Clair les Roches;722652;38370;4;b;Centre Est Rhône Alpes;397 105
Saint-Hilaire-Saint-Nazaire;761684;38330;4;c;Centre Est Rhône Alpes;45 179
Saint-Marcellin (Isère);761718;38160;4;b;Centre Est Rhône Alpes;445 831
Saint-Quentin Fallavier;723387;38070;4;b;Centre Est Rhône Alpes;201 608
Saint-Rambert d'Albon;761106;26140;4;b;Centre Est Rhône Alpes;274 921
Tullins-Fures;761759;38210;4;b;Centre Est Rhône Alpes;271 354
Vienne;722587;38200;3;b;Centre Est Rhône Alpes;1 455 929
Vinay;761726;38470;5;b;Centre Est Rhône Alpes;114 017
Virieu sur Bourbre;747204;38730;5;c;Centre Est Rhône Alpes;21 775
Voiron;747287;38500;3;b;Centre Est Rhône Alpes;1 256 966
Andrezieux;726406;42160;5;c;Centre Est Rhône Alpes;27 579
Balbigny;726869;42510;4;b;Centre Est Rhône Alpes;115 358
Boën;726471;42130;4;c;Centre Est Rhône Alpes;32 690
Bonson;726414;42160;4;c;Centre Est Rhône Alpes;74 303
Boutheon;726216;42160;5;c;Centre Est Rhône Alpes;46 263
Feurs;726877;42110;4;b;Centre Est Rhône Alpes;200 826
Firminy;726729;42700;4;b;Centre Est Rhône Alpes;285 780
Fraisse Unieux;726737;42490;5;c;Centre Est Rhône Alpes;231
La Fouillouse;726232;42480;5;c;Centre Est Rhône Alpes;7 404
La Ricamarie;726703;42150;5;c;Centre Est Rhône Alpes;13 879
Le Chambon Feugerolles;726711;42500;5;c;Centre Est Rhône Alpes;33 729
Le Coteau;726828;42120;4;b;Centre Est Rhône Alpes;113 741
Montbrison;726448;42600;4;b;Centre Est Rhône Alpes;173 229
Montrond les Bains;726885;42210;4;b;Centre Est Rhône Alpes;114 069
Noiretable;734509;42440;5;c;Centre Est Rhône Alpes;8 633
Regny;721050;42630;5;c;Centre Est Rhône Alpes;31 334
Rive de Gier;726331;42800;4;b;Centre Est Rhône Alpes;653 713
Roanne;726802;42300;3;b;Centre Est Rhône Alpes;974 754
Saint-Etienne le Clapier;726174;42000;5;c;Centre Est Rhône Alpes;76 509
Saint-Jodard;726851;42590;5;c;Centre Est Rhône Alpes;14 939
Saint-Romain le Puy;726430;42610;5;c;Centre Est Rhône Alpes;49 074
Saint-Chamond;726307;42400;4;b;Centre Est Rhône Alpes;696 206
Saint-Etienne Bellevue;726190;42000;4;b;Centre Est Rhône Alpes;130 272
Saint-Etienne Carnot;726901;42000;4;b;Centre Est Rhône Alpes;148 400
Saint-Etienne la Terrasse;726158;42000;4;b;Centre Est Rhône Alpes;164 208
Sury le Comtal;726422;42450;5;c;Centre Est Rhône Alpes;19 671
Veauche-Saint-Galmier;726208;42340;4;b;Centre Est Rhône Alpes;138 082
Alai;722744;69340;5;c;Centre Est Rhône Alpes;17 814
Ambronay Priay;743146;1500;5;c;Centre Est Rhône Alpes;7 209
Amplepuis;721035;69550;4;b;Centre Est Rhône Alpes;283 804
Anse;721324;69480;5;b;Centre Est Rhône Alpes;347 199
Belleville sur Sâone;721357;69220;4;b;Centre Est Rhône Alpes;829 683
Bois d'Oingt Legny;721787;69620;5;c;Centre Est Rhône Alpes;52 312
Brignais;722728;69530;4;c;Centre Est Rhône Alpes;139 639
Casino Lacroix Laval;208553;69260;5;c;Centre Est Rhône Alpes;15 820
Chamelet;721829;69620;5;c;Centre Est Rhône Alpes;12 792
Chaponost;722710;89460;5;c;Centre Est Rhône Alpes;48 445
Charbonnières les Bains;721530;69260;4;b;Centre Est Rhône Alpes;199 067
Chatillon d'Azergues;721753;69380;5;c;Centre Est Rhône Alpes;25 301
Chazay-Marcilly;721415;69380;5;c;Centre Est Rhône Alpes;11 308
Chessy;721761;69380;5;c;Centre Est Rhône Alpes;28 293
Civrieux d'Azergues;721746;69380;5;c;Centre Est Rhône Alpes;4 371
Collonges Fontaines;721225;69660;4;c;Centre Est Rhône Alpes;77 546
Couzon au Mont d'Or;721241;69270;5;c;Centre Est Rhône Alpes;36 909
Crepieux la Pape;723502;69140;5;c;Centre Est Rhône Alpes;6 686
Dardilly le Jubin;721449;69570;5;c;Centre Est Rhône Alpes;54 039
Dardilly les Mouilles;721480;69570;5;c;Centre Est Rhône Alpes;13 115
Dommartin Lissieu;721738;69380;5;c;Centre Est Rhône Alpes;11 154
Ecully la Demi Lune;721506;69130;4;c;Centre Est Rhône Alpes;133 230
Feyzin;722538;69320;5;c;Centre Est Rhône Alpes;127 508
Fleurieux sur l'Arbresle;721563;69210;5;c;Centre Est Rhône Alpes;79 520
Francheville;722702;69340;5;c;Centre Est Rhône Alpes;47 046
Givors Canal;722439;69700;5;c;Centre Est Rhône Alpes;26 733
Givors ;722405;69700;4;b;Centre Est Rhône Alpes;829 978
Grigny le Sablon;722298;69520;5;c;Centre Est Rhône Alpes;58 404
Lyon Jean Macé;282624;69007;4;b;Centre Est Rhône Alpes;568 179
La Tour de Salvagny;721548;69890;5;c;Centre Est Rhône Alpes;82 139
Lamure sur Azergues;721860;69870;4;c;Centre Est Rhône Alpes;34 782
L'Arbresle;721431;69210;4;b;Centre Est Rhône Alpes;739 750
Le Meridien la Ferrière;721522;69260;5;c;Centre Est Rhône Alpes;134 424
Lentilly ;721555;69210;5;b;Centre Est Rhône Alpes;250 202
Les Flacheres;721704;69260;5;c;Centre Est Rhône Alpes;3 113
Lozanne;721423;69380;4;b;Centre Est Rhône Alpes;291 542
Lyon Gorge de Loup;721175;6009;4;b;Centre Est Rhône Alpes;455 348
Lyon Saint-Paul;721159;6005;4;b;Centre Est Rhône Alpes;1 055 317
Lyon Vaise;721001;6009;4;b;Centre Est Rhône Alpes;558 019
Oullins;722207;69600;4;c;Centre Est Rhône Alpes;109 905
Pierre Benite;722231;69310;5;c;Centre Est Rhône Alpes;37 225
Pontcharra Saint-Forgeux;721464;69490;5;c;Centre Est Rhône Alpes;23 292
Pont d'Ain;743120;1160;4;c;Centre Est Rhône Alpes;22 849
Quincieux;721290;69650;5;c;Centre Est Rhône Alpes;76 028
Sain Bel;721605;69210;5;c;Centre Est Rhône Alpes;147 657
Sathonay-Rillieux;723700;69580;4;b;Centre Est Rhône Alpes;227 143
Serezin;722546;69360;5;b;Centre Est Rhône Alpes;198 691
Saint-Georges de Reneins;721340;69830;5;c;Centre Est Rhône Alpes;62 580
Saint-Martin du Mont;743112;1160;5;c;Centre Est Rhône Alpes;2 669
Saint-Romain de Popey;721456;69490;5;c;Centre Est Rhône Alpes;22 901
Saint-Victor Thizy;721043;69240;5;c;Centre Est Rhône Alpes;13 755
Saint-Fons;728501;69190;4;c;Centre Est Rhône Alpes;66 350
Saint-Germain au Mont d'Or;721282;69650;4;b;Centre Est Rhône Alpes;330 651
Saint-Priest;723353;69800;4;b;Centre Est Rhône Alpes;138 865
Tarare;721472;69170;4;b;Centre Est Rhône Alpes;489 391
Tassin;721514;69160;4;b;Centre Est Rhône Alpes;222 707
Vénissieux;723320;69200;4;b;Centre Est Rhône Alpes;209 771
Vernaison;722264;69390;5;c;Centre Est Rhône Alpes;78 152
Villefranche sur Saône;721332;69400;3;b;Centre Est Rhône Alpes;2 004 941
Albigny-Neuville;721266;69250;4;b;Centre Est Rhône Alpes;230 837
Aiguebelette le Lac;741421;73610;5;c;Centre Est Rhône Alpes;4 196
Aiguebelle;741256;73220;5;c;Centre Est Rhône Alpes;57 929
Aime la Plagne;741769;73210;3;b;Centre Est Rhône Alpes;100 415
Albens;746115;73410;5;c;Centre Est Rhône Alpes;88 256
Chamousset;741231;73390;5;c;Centre Est Rhône Alpes;26 023
Chindrieux;741116;73310;5;c;Centre Est Rhône Alpes;16 963
Epierre Saint-Leger;741280;73220;5;c;Centre Est Rhône Alpes;31 296
Frontenex;741629;73460;5;c;Centre Est Rhône Alpes;29 038
Gresy sur Aix;746107;73100;5;c;Centre Est Rhône Alpes;60 174
Gresy sur Isere;741611;73460;5;c;Centre Est Rhône Alpes;16 253
Landry;741777;73210;4;c;Centre Est Rhône Alpes;31 766
Lepin le Lac la Bauche;741439;73610;5;c;Centre Est Rhône Alpes;50 791
Modane;742007;73500;3;b;Centre Est Rhône Alpes;175 712
Montmelian;741181;73800;4;b;Centre Est Rhône Alpes;496 645
Notre Dame de Briancon;741694;73260;5;c;Centre Est Rhône Alpes;6 539
Petit Coeur la Lechere les Bains;741702;73260;5;;Centre Est Rhône Alpes;901
Saint-Beron la Bridoire;741454;73520;5;c;Centre Est Rhône Alpes;15 992
Saint-Avre la Chambre;741306;73130;4;c;Centre Est Rhône Alpes;68 601
Saint-Michel Valloire;742361;73450;4;c;Centre Est Rhône Alpes;89 876
Saint-Pierre d'Albigny;741223;73250;4;b;Centre Est Rhône Alpes;127 451
Vions Chanaz;741108;73310;5;c;Centre Est Rhône Alpes;9 522
Viviers du Lac;741140;73420;5;c;Centre Est Rhône Alpes;8 635
Agonac;595157;24460;5;c;Sud-Ouest;939
Belves;595876;24170;4;c;Sud-Ouest;8 981
Bergerac;584268;24100;3;b;Sud-Ouest;283 493
Château l'Evêque;595165;24460;5;c;Sud-Ouest;378
Condat le Lardin;594382;24570;4;c;Sud-Ouest;32 443
Couze;584425;24150;5;c;Sud-Ouest;1 754
Douzillac;595280;24190;5;c;Sud-Ouest;1 794
Gardonne;584235;24680;5;c;Sud-Ouest;31 165
La Bachellerie;595595;24210;5;c;Sud-Ouest;1 527
La Cave;595215;24200;5;c;Sud-Ouest;449
La Coquille;592501;24450;4;c;Sud-Ouest;19 292
Lalinde;584441;24150;4;c;Sud-Ouest;21 352
Lamonzie Saint-Martin;584243;24680;5;c;Sud-Ouest;798
Lamothe Montravel;584151;24230;5;c;Sud-Ouest;4 755
Le Bugue;595744;24260;5;c;Sud-Ouest;11 975
Le Buisson;595751;24480;4;c;Sud-Ouest;52 801
Les Eyzies;595736;24620;4;c;Sud-Ouest;21 896
Les Versannes;595702;24330;5;c;Sud-Ouest;958
Limeyrat;595553;24210;5;c;Sud-Ouest;109
Marsac (Dordogne);595207;24430;5;c;Sud-Ouest;0
Mauzac;584466;24150;5;c;Sud-Ouest;1 940
Mauzens Miremont;595728;24260;5;c;Sud-Ouest;1 527
Milhac d'Auberoche;595538;24330;5;c;Sud-Ouest;17
Montpon Ménestérol;595322;24700;4;b;Sud-Ouest;132 382
Mussidan;595298;24400;4;b;Sud-Ouest;146 917
Négrondes;595132;24460;5;c;Sud-Ouest;1 683
Neuvic;595272;24190;5;c;Sud-Ouest;33 653
Niversac;595512;24330;5;c;Sud-Ouest;6 830
Périgueux Saint Georges;595504;24019;5;c;Sud-Ouest;1 066
Razac;595223;24430;5;c;Sud-Ouest;6 647
Sarlat;595827;24200;4;c;Sud-Ouest;48 831
Siorac en Périgord;595769;24170;5;c;Sud-Ouest;6 098
Saint-Antoine de Breuilh;584201;24230;5;c;Sud-Ouest;16 611
Saint-Astier;595249;24110;4;b;Sud-Ouest;143 117
Saint-Cyprien en Dordogne;595777;24220;5;c;Sud-Ouest;9 366
Saint-Léon sur l'Isle;595264;24110;5;c;Sud-Ouest;15 827
Saint-Pierre de Chignac;595520;24330;5;c;Sud-Ouest;0
Terrasson;594408;24120;4;c;Sud-Ouest;25 809
Thenon;595579;24210;5;c;Sud-Ouest;8 106
Thiviers;595124;24800;4;b;Sud-Ouest;111 457
Trémolat;584474;24510;5;c;Sud-Ouest;4 268
Vélines;584177;24230;5;c;Sud-Ouest;49 600
Villefranche du Périgord;595892;24550;5;c;Sud-Ouest;3 530
Alouette France;581793;33600;5;b;Sud-Ouest;184 043
Arbanats;582726;33640;5;c;Sud-Ouest;39 813
Aubie Saint-Antoine;491233;33240;5;c;Sud-Ouest;21 493
Barsac;582759;33720;5;c;Sud-Ouest;21 791
Bassens ;581850;33530;4;c;Sud-Ouest;16 857
Beautiran;582700;33640;4;b;Sud-Ouest;160 644
Bègles;581801;33130;4;c;Sud-Ouest;24 206
Blanquefort;581728;33290;4;b;Sud-Ouest;124 166
Bruges (Gironde);581736;33520;5;c;Sud-Ouest;30 466
Cadaujac;582684;33140;5;c;Sud-Ouest;41 103
Castillon;584136;33350;4;b;Sud-Ouest;148 326
Cauderan-Mérignac;581538;33700;4;c;Sud-Ouest;45 765
Caudrot;582841;33490;5;c;Sud-Ouest;9 187
Cavignac;491217;33620;5;c;Sud-Ouest;32 885
Cenon;581595;33150;5;c;Sud-Ouest;0
Cérons;582742;33720;4;b;Sud-Ouest;166 816
Coutras;584516;33230;4;b;Sud-Ouest;332 977
Croix d'Hins;582437;33380;5;c;Sud-Ouest;0
Cubzac les Ponts;491266;33240;5;c;Sud-Ouest;4 547
Gauriaguet;491225;33240;5;c;Sud-Ouest;25 593
Gazinet Cestas;582403;33610;4;b;Sud-Ouest;295 149
Gironde;582858;33190;5;c;Sud-Ouest;2 530
Gujan Mestras;582619;33470;4;b;Sud-Ouest;355 831
La Gorp;584755;33380;5;c;Sud-Ouest;30 873
La Grave-d'Ambarès;491274;33440;5;c;Sud-Ouest;13 069
La Hume;582635;33470;4;b;Sud-Ouest;126 609
La Réole;582866;33190;4;b;Sud-Ouest;184 580
La Teste;582643;33260;4;b;Sud-Ouest;318 512
Lamothe Landerron;582882;33190;5;c;Sud-Ouest;2 855
Le Teich;582601;33470;4;b;Sud-Ouest;187 975
Le Verdon;581389;33123;4;c;Sud-Ouest;6 047
Les Eglisottes;584532;33230;5;c;Sud-Ouest;12 524
Lesparre;581314;33340;4;c;Sud-Ouest;70 458
Ludon;581181;33290;5;c;Sud-Ouest;28 977
Macau;581199;33460;4;c;Sud-Ouest;41 985
Marcheprime;582445;33380;4;b;Sud-Ouest;303 482
Margaux;581215;33460;4;c;Sud-Ouest;31 661
Mérignac Arlac;278259;33000;5;c;Sud-Ouest;89 658
Moulis-Listrac;581231;33480;5;c;Sud-Ouest;21 787
Parempuyre;581710;33290;5;c;Sud-Ouest;18 903
Pauillac;581256;33250;4;c;Sud-Ouest;58 291
Pessac;581751;33600;4;b;Sud-Ouest;745 687
Podensac;582734;33720;5;c;Sud-Ouest;66 692
Pointe de Grave;581397;33780;5;c;Sud-Ouest;779
Portets;582718;33640;5;c;Sud-Ouest;77 131
Preignac;582767;33210;5;c;Sud-Ouest;9 168
Ravezies;235317;33440;4;;Sud-Ouest;0
Soulac sur Mer;581371;33780;4;c;Sud-Ouest;31 485
Saint-André de Cubzac;491241;33240;4;b;Sud-Ouest;304 427
Saint-Denis de Pile;584508;33910;5;c;Sud-Ouest;21 861
Sainte-Eulalie Carbon Blanc;491282;33560;5;c;Sud-Ouest;9 442
Sainte-Foy la Grande;584193;33220;4;b;Sud-Ouest;170 540
Saint-Emilion;584102;33330;5;c;Sud-Ouest;49 968
Saint-Loubes;584730;33450;5;c;Sud-Ouest;58 782
Saint-Macaire;582825;33490;5;c;Sud-Ouest;10 356
Saint-Mariens-Saint-Yzan;491209;33620;4;c;Sud-Ouest;109 967
Saint-Médard de Guizières;584607;33230;5;c;Sud-Ouest;26 620
Saint-Médard d'Eyrans;582692;33650;5;c;Sud-Ouest;52 233
Saint-Pierre d'Aurillac;582833;33490;5;c;Sud-Ouest;9 391
Saint-Seurin sur l'Isle;584615;33660;4;c;Sud-Ouest;101 252
Saint-Sulpice Izon;584722;33450;5;c;Sud-Ouest;52 061
Vayres;584714;33870;5;c;Sud-Ouest;15 754
Villenave d'Ornon;581835;33140;5;c;Sud-Ouest;13 127
Arengosse;671479;40110;5;c;Sud-Ouest;4 569
Benesse Maremne;673285;40230;5;c;Sud-Ouest;9 094
Labenne;673293;40530;4;c;Sud-Ouest;26 941
Labouheyre;582551;40210;4;c;Sud-Ouest;44 628
Morcenx;673103;40110;4;b;Sud-Ouest;150 014
Ondres;673319;40440;5;c;Sud-Ouest;7 551
Peyrehorade;672337;40300;4;c;Sud-Ouest;19 369
Saubusse;673251;40180;5;c;Sud-Ouest;3 650
Saint-Geours;673269;40230;5;c;Sud-Ouest;5 430
Saint-Martin d'Oney;671495;40090;5;c;Sud-Ouest;35 258
Saint-Vincent de Tyrosse;673277;40230;4;b;Sud-Ouest;141 776
Ychoux;582536;40160;4;c;Sud-Ouest;86 901
Ygos;671487;40100;5;c;Sud-Ouest;21 167
Aiguillon;586693;47190;4;c;Sud-Ouest;96 163
Laroque;586412;47340;5;c;Sud-Ouest;707
Marmande;586545;47200;3;b;Sud-Ouest;441 394
Monsempron Libos;586453;47500;4;c;Sud-Ouest;41 944
Penne (Lot-et-Garonne);586438;47140;4;c;Sud-Ouest;22 834
Pont du Casse;586404;47480;5;c;Sud-Ouest;0
Port Sainte-Marie;586107;47130;4;c;Sud-Ouest;52 921
Sauveterre la Lémance;586495;47500;5;c;Sud-Ouest;124
Sainte-Bazeille;586479;47180;5;c;Sud-Ouest;4 441
Saint-Nicolas-Saint-Romain;586180;47270;5;c;Sud-Ouest;0
Tonneins;586651;47400;4;b;Sud-Ouest;172 731
Trentels-Ladignac;586446;47140;5;c;Sud-Ouest;94
Artix;672212;64170;4;c;Sud-Ouest;38 100
Assat;672162;64510;5;c;Sud-Ouest;0
Bidarray Pont Noblia;673699;64780;5;c;Sud-Ouest;992
Boucau;673095;64340;5;c;Sud-Ouest;8 152
Buzy en Béarn;672634;64260;5;c;Sud-Ouest;6 474
Cambo les Bains;673657;64250;4;c;Sud-Ouest;6 011
Coarraze Nay;672139;64800;4;c;Sud-Ouest;27 478
Croix du Prince;672600;64000;5;c;Sud-Ouest;5 536
Gan;672618;64290;5;c;Sud-Ouest;2 213
Guéthary;673459;64210;5;c;Sud-Ouest;17 188
Halsou-Larressore;673640;64480;5;c;Sud-Ouest;0
Itxassou;673665;64250;5;c;Sud-Ouest;0
Jatxou;673632;64480;5;c;Sud-Ouest;0
Les Deux-Jumeaux;677104;64700;5;c;Sud-Ouest;24 858
Louhossoa;673673;64250;5;c;Sud-Ouest;501
Montaut Bétharram;672113;64800;5;c;Sud-Ouest;324
Ogeu les Bains;672709;64680;5;c;Sud-Ouest;8 568
Oloron Sainte-Marie;672725;64400;4;c;Sud-Ouest;97 433
Osses Saint-Martin d'Arrossa;673707;64780;5;c;Sud-Ouest;1 117
Puyoô;672279;64270;4;c;Sud-Ouest;38 875
Saint-Jean Pied de Port;673723;64220;4;c;Sud-Ouest;39 147
